femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,,incidentBeginDate,incidentEndDate,fipsCountyCode,placeCode,designatedArea,,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,147,99147,Palo Alto (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,149,99149,Plymouth (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,157,99157,Poweshiek (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,161,99161,Sac (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,167,99167,Sioux (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,169,99169,Story (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,171,99171,Tama (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,179,99179,Wapello (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,187,99187,Webster (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,189,99189,Winnebago (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,195,99195,Worth (County),,,,,
DR-4126-IA,4126,IA,DR,2013-07-02T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-19T00:00:00.000Z,2013-06-14T00:00:00.000Z,197,99197,Wright (County),,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,0,49700,Oglala Sioux Tribe of the Pine Ridge Reservation,,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,7,99007,Bennett (County),,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,31,99031,Corson (County),,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,81,99081,Lawrence (County),,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,83,99083,Lincoln (County),,,,,
DR-4125-SD,4125,SD,DR,2013-06-28T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,127,99127,Union (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,23,99023,Cleburne (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,37,99037,Cross (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,63,99063,Independence (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,97,99097,Montgomery (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,111,99111,Poinsett (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,113,99113,Polk (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,127,99127,Scott (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,129,99129,Searcy (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,137,99137,Stone (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,141,99141,Van Buren (County),,,,,
DR-4124-AR,4124,AR,DR,2013-06-25T00:00:00.000Z,2013,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-30T00:00:00.000Z,2013-06-03T00:00:00.000Z,147,99147,Woodruff (County),,,,,
DR-4123-ND,4123,ND,DR,2013-06-25T00:00:00.000Z,2013,Flood,SEVERE STORMS AND FLOODING,,2013-05-25T00:00:00.000Z,2013-06-01T00:00:00.000Z,0,75300,Standing Rock Sioux Tribe of North & South Dakota,,,,,
DR-4122-AK,4122,AK,DR,2013-06-25T00:00:00.000Z,2013,Flood,FLOODING,,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,240,17365,Copper River Regional Educational Attendance Area,,,,,
DR-4122-AK,4122,AK,DR,2013-06-25T00:00:00.000Z,2013,Flood,FLOODING,,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,50,45690,Lower Yukon Regional Educational Attendance Area,,,,,
DR-4122-AK,4122,AK,DR,2013-06-25T00:00:00.000Z,2013,Flood,FLOODING,,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,240,1255,Alaska Gateway Regional Educational Attendance Area,,,,,
DR-4122-AK,4122,AK,DR,2013-06-25T00:00:00.000Z,2013,Flood,FLOODING,,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,240,86640,Yukon Flats Regional Educational Attendance Area,,,,,
DR-4122-AK,4122,AK,DR,2013-06-25T00:00:00.000Z,2013,Flood,FLOODING,,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,290,86650,Yukon Koyukuk Regional Educational Attendance Area,,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,7,99007,Appanoose (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,31,99031,Cedar (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,45,99045,Clinton (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,51,99051,Davis (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,53,99053,Decatur (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,57,99057,Des Moines (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,95,99095,Iowa (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,101,99101,Jefferson (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,103,99103,Johnson (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,107,99107,Keokuk (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,111,99111,Lee (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,117,99117,Lucas (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,125,99125,Marion (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,135,99135,Monroe (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,139,99139,Muscatine (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,159,99159,Ringgold (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,177,99177,Van Buren (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,179,99179,Wapello (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,181,99181,Warren (County),,,,,
DR-4119-IA,4119,IA,DR,2013-05-31T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,185,99185,Wayne (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,0,74640,Spirit Lake Reservation,,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,5,99005,Benson (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,9,99009,Bottineau (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,17,99017,Cass (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,19,99019,Cavalier (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,27,99027,Eddy (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,31,99031,Foster (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,49,99049,McHenry (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,67,99067,Pembina (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,71,99071,Ramsey (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,75,99075,Renville (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,77,99077,Richland (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,79,99079,Rolette (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,95,99095,Towner (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,97,99097,Traill (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,99,99099,Walsh (County),,,,,
DR-4118-ND,4118,ND,DR,2013-05-29T00:00:00.000Z,2013,Flood,FLOODING,,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,103,99103,Wells (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,5,99005,Atoka (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,29,99029,Coal (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,35,99035,Craig (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,61,99061,Haskell (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,63,99063,Hughes (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,77,99077,Latimer (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,91,99091,McIntosh (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,105,99105,Nowata (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,115,99115,Ottawa (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,121,99121,Pittsburg (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,127,99127,Pushmataha (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,133,99133,Seminole (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,79,99079,Le Flore (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,17,99017,Canadian (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,27,99027,Cleveland (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,81,99081,Lincoln (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,87,99087,McClain (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,107,99107,Okfuskee (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,109,99109,Oklahoma (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,111,99111,Okmulgee (County),,,,,
DR-4117-OK,4117,OK,DR,2013-05-20T00:00:00.000Z,2013,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",,2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,125,99125,Pottawatomie (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,1,99001,Adams (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,15,99015,Carroll (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,17,99017,Cass (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,61,99061,Greene (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,67,99067,Hancock (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,101,99101,Lawrence (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,131,99131,Mercer (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,133,99133,Monroe (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,137,99137,Morgan (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,141,99141,Ogle (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,171,99171,Scott (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,173,99173,Shelby (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,31,99031,Cook (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,37,99037,DeKalb (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,41,99041,Douglas (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,73,99073,Henry (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,89,99089,Kane (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,195,99195,Whiteside (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,201,99201,Winnebago (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,9,99009,Brown (County),,,,,
DR-4116-IL,4116,IL,DR,2013-05-10T00:00:00.000Z,2013,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",,2013-04-16T00:00:00.000Z,2013-05-05T00:00:00.000Z,11,99011,Bureau (County),,,,,
