femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,,incidentBeginDate,incidentEndDate,fipsCountyCode,placeCode,designatedArea,,,,,
DR-471-AR,471,AR,DR,1975-06-07T00:00:00.000Z,1975,Flood,HEAVY RAINS & FLOODING,,1975-06-07T00:00:00.000Z,1975-06-07T00:00:00.000Z,135,99135,Sharp (County),,,,,
DR-471-AR,471,AR,DR,1975-06-07T00:00:00.000Z,1975,Flood,HEAVY RAINS & FLOODING,,1975-06-07T00:00:00.000Z,1975-06-07T00:00:00.000Z,145,99145,White (County),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,5,93440,Ward 9 (Police Jury Ward),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,9,99009,Avoyelles (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,21,99021,Caldwell (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,25,99025,Catahoula (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,29,99029,Concordia (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,41,99041,Franklin (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,43,99043,Grant (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,59,99059,La Salle (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,73,99073,Ouachita (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,79,99079,Rapides (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,97,99097,St. Landry (Parish),,,,,
DR-470-LA,470,LA,DR,1975-06-06T00:00:00.000Z,1975,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",,1975-06-06T00:00:00.000Z,1975-06-06T00:00:00.000Z,125,99125,West Feliciana (Parish),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,3,99003,Barnes (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,9,99009,Bottineau (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,17,99017,Cass (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,25,99025,Dunn (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,35,99035,Grand Forks (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,45,99045,LaMoure (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,49,99049,McHenry (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,59,99059,Morton (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,61,99061,Mountrail (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,75,99075,Renville (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,79,99079,Rolette (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,85,99085,Sioux (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,93,99093,Stutsman (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,101,99101,Ward (County),,,,,
DR-469-ND,469,ND,DR,1975-05-24T00:00:00.000Z,1975,Flood,FLOODING FROM RAINS & SNOWMELT,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,103,99103,Wells (County),,,,,
DR-468-KY,468,KY,DR,1975-05-24T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,119,99119,Knott (County),,,,,
DR-468-KY,468,KY,DR,1975-05-24T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,133,99133,Letcher (County),,,,,
DR-468-KY,468,KY,DR,1975-05-24T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,193,99193,Perry (County),,,,,
DR-468-KY,468,KY,DR,1975-05-24T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-05-24T00:00:00.000Z,1975-05-24T00:00:00.000Z,195,99195,Pike (County),,,,,
DR-467-NE,467,NE,DR,1975-05-07T00:00:00.000Z,1975,Tornado,SEVERE STORMS & TORNADOES,,1975-05-07T00:00:00.000Z,1975-05-07T00:00:00.000Z,27,99027,Cedar (County),,,,,
DR-467-NE,467,NE,DR,1975-05-07T00:00:00.000Z,1975,Tornado,SEVERE STORMS & TORNADOES,,1975-05-07T00:00:00.000Z,1975-05-07T00:00:00.000Z,55,99055,Douglas (County),,,,,
DR-466-MO,466,MO,DR,1975-05-03T00:00:00.000Z,1975,Tornado,"TORNADOES, HIGH WINDS & HAIL",,1975-05-03T00:00:00.000Z,1975-05-03T00:00:00.000Z,25,99025,Caldwell (County),,,,,
DR-466-MO,466,MO,DR,1975-05-03T00:00:00.000Z,1975,Tornado,"TORNADOES, HIGH WINDS & HAIL",,1975-05-03T00:00:00.000Z,1975-05-03T00:00:00.000Z,121,99121,Macon (County),,,,,
DR-466-MO,466,MO,DR,1975-05-03T00:00:00.000Z,1975,Tornado,"TORNADOES, HIGH WINDS & HAIL",,1975-05-03T00:00:00.000Z,1975-05-03T00:00:00.000Z,145,99145,Newton (County),,,,,
DR-466-MO,466,MO,DR,1975-05-03T00:00:00.000Z,1975,Tornado,"TORNADOES, HIGH WINDS & HAIL",,1975-05-03T00:00:00.000Z,1975-05-03T00:00:00.000Z,205,99205,Shelby (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,5,99005,Allegan (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,15,99015,Barry (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,21,99021,Berrien (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,25,99025,Calhoun (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,39,99039,Crawford (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,45,99045,Eaton (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,49,99049,Genesee (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,65,99065,Ingham (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,67,99067,Ionia (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,77,99077,Kalamazoo (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,87,99087,Lapeer (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,93,99093,Livingston (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,99,99099,Macomb (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,125,99125,Oakland (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,147,99147,St. Clair (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,155,99155,Shiawassee (County),,,,,
DR-465-MI,465,MI,DR,1975-04-26T00:00:00.000Z,1975,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",,1975-04-26T00:00:00.000Z,1975-04-26T00:00:00.000Z,159,99159,Van Buren (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,31,99031,Coffee (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,35,99035,Conecuh (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,39,99039,Covington (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,45,99045,Dale (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,51,99051,Elmore (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,53,99053,Escambia (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,61,99061,Geneva (County),,,,,
DR-464-AL,464,AL,DR,1975-04-23T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-04-23T00:00:00.000Z,1975-04-23T00:00:00.000Z,99,99099,Monroe (County),,,,,
DR-463-AR,463,AR,DR,1975-04-01T00:00:00.000Z,1975,Tornado,SEVERE STORMS & TORNADOES,,1975-04-01T00:00:00.000Z,1975-04-01T00:00:00.000Z,11,99011,Bradley (County),,,,,
DR-462-TX,462,TX,DR,1975-04-01T00:00:00.000Z,1975,Tornado,TORNADOES,,1975-04-01T00:00:00.000Z,1975-04-01T00:00:00.000Z,179,99179,Gray (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,3,99003,Allen (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,7,99007,Ballard (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,13,99013,Bell (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,35,99035,Calloway (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,47,99047,Christian (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,75,99075,Fulton (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,83,99083,Graves (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,105,99105,Hickman (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,121,99121,Knox (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,139,99139,Livingston (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,145,99145,McCracken (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,157,99157,Marshall (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,169,99169,Metcalfe (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,199,99199,Pulaski (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,213,99213,Simpson (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,227,99227,Warren (County),,,,,
DR-461-KY,461,KY,DR,1975-03-29T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,235,99235,Whitley (County),,,,,
DR-460-GA,460,GA,DR,1975-03-29T00:00:00.000Z,1975,Tornado,"TORNADOES, HIGH WINDS & HEAVY RAINS",,1975-03-29T00:00:00.000Z,1975-03-29T00:00:00.000Z,121,99121,Fulton (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,15,99015,Cannon (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,17,99017,Carroll (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,21,99021,Cheatham (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,23,99023,Chester (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,27,99027,Clay (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,31,99031,Coffee (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,35,99035,Cumberland (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,37,99037,Davidson (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,39,99039,Decatur (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,41,99041,DeKalb (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,45,99045,Dyer (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,53,99053,Gibson (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,55,99055,Giles (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,69,99069,Hardeman (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,77,99077,Henderson (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,79,99079,Henry (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,81,99081,Hickman (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,83,99083,Houston (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,85,99085,Humphreys (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,87,99087,Jackson (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,95,99095,Lake (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,97,99097,Lauderdale (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,101,99101,Lewis (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,109,99109,McNairy (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,111,99111,Macon (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,113,99113,Madison (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,119,99119,Maury (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,125,99125,Montgomery (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,129,99129,Morgan (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,131,99131,Obion (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,133,99133,Overton (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,135,99135,Perry (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,137,99137,Pickett (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,141,99141,Putnam (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,147,99147,Robertson (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,149,99149,Rutherford (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,151,99151,Scott (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,159,99159,Smith (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,161,99161,Stewart (County),,,,,
DR-459-TN,459,TN,DR,1975-03-22T00:00:00.000Z,1975,Flood,SEVERE STORMS & FLOODING,,1975-03-22T00:00:00.000Z,1975-03-22T00:00:00.000Z,165,99165,Sumner (County),,,,,
