event_case,market,sequence_id,event_id,event_title,event_type,pos95_start,pos95_end,peak_date,event_end,overlap_start,overlap_end,overlap_days,sales_duration,overlap_sum_residual,overlap_sum_sales,event_duration,max_outlier,start_lag,peak_lag,bill,ratio_pop,max_customer,mean_customer,min_customer,mean_duration,tot_pop,impact_pop,totalDamage,totalDamage_gdp,totalApprovedIhpAmount,totalApprovedIhpAmount_gdp,start_date,end_date,sum_residual,sum_sales,event_start,event_group
overlap,Albany/Schenectady/Troy SMM xAOC,3,DR-4480-NY,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,832421.6371033044,2862208.479,88,401469.42093443486,47,54,0,1,NA,NA,NA,NA,1379787,1379787,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Atlanta SMM xAOC,3,DR-4487-NC,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,5126661.3699829,16708341.9615,88,2525030.627827634,47,54,0,1,NA,NA,NA,NA,7168364,7168364,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Austin SMM xAOC,2,DR-4485-TX,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-21,2020-04-16,2020-03-07,2020-03-21,15,15,1453704.9102246102,5048472.417,88,720319.975908203,47,61,0,1,NA,NA,NA,NA,2383984,2383984,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Baltimore SMM xAOC,2,DR-4491-MD,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,1882701.2405596857,6432382.574999999,88,836674.2080865623,47,54,0,1,NA,NA,NA,NA,2997116,2997116,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Birmingham/Anniston/Tuscaloosa SMM xAOC,3,DR-4503-AL,COVID-19 PANDEMIC,Biological,2020-03-14,2020-03-21,2020-03-14,2020-04-16,2020-03-14,2020-03-21,8,8,1131649.443550988,3098956.3155,88,664041.2095254944,54,54,0,1,NA,NA,NA,NA,1908031,1908031,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Boston/Manchester SMM xAOC,3,DR-4496-MA,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,4818385.207053639,15948784.111499999,88,2714048.8573512137,47,54,0,1,NA,NA,NA,NA,6696161,6696161,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Boston/Manchester SMM xAOC,7,EM-3566-MA,TROPICAL STORM HENRI,Hurricane,2021-08-21,2021-08-21,2021-08-21,2021-08-24,2021-08-21,2021-08-21,1,1,544169.2203444755,4758496.9995,5,544169.2203444755,1,1,0,0.031797772,0,0,0,0,6696161,212923,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Boston/Manchester SMM xAOC,8,DR-4651-MA,SEVERE WINTER STORM AND SNOWSTORM,Snowstorm,2022-01-29,2022-01-29,2022-01-29,2022-01-29,2022-01-29,2022-01-29,1,1,655479.1210265504,4013583.393,2,655479.1210265504,1,1,0.014137365,0.335691301,113148,21791.15642327,0,10.4375,6696161,2247843,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Buffalo SMM xAOC,2,DR-4480-NY,COVID-19 PANDEMIC,Biological,2020-03-14,2020-03-21,2020-03-14,2020-04-16,2020-03-14,2020-03-21,8,8,708341.4366803123,1997437.449,88,444551.9524901563,54,54,0,1,NA,NA,NA,NA,1531605,1531605,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Buffalo SMM xAOC,11,DR-4694-NY,SEVERE WINTER STORM AND SNOWSTORM,Snowstorm,2022-12-24,2022-12-24,2022-12-24,2022-12-28,2022-12-24,2022-12-24,1,1,96222.76681702933,709034.505,6,96222.76681702933,1,1,0.009693472,0.774213978,46523,18182.600716,2,93.58333333333331,1531605,1185790,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Buffalo SMM xAOC,11,EM-3590-NY,SEVERE WINTER STORM,Winter Storm,2022-12-24,2022-12-24,2022-12-24,2022-12-28,2022-12-24,2022-12-24,1,1,96222.76681702933,709034.505,6,96222.76681702933,1,1,0,0.63738823,39662,16663.62398,1,93.625,1531605,976227,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Charlotte SMM xAOC,2,EM-3423-NC,HURRICANE DORIAN,Hurricane,2019-09-07,2019-09-07,2019-09-07,2019-09-09,2019-09-07,2019-09-07,1,1,415196.309173923,2337728.6955,9,415196.309173923,6,6,0,0.863874807,7777,278.336804429,7,3.7777777777777777,3361582,2903986,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Charlotte SMM xAOC,3,DR-4487-NC,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-28,2020-03-21,2020-04-16,2020-03-07,2020-03-28,22,22,3088797.6274567265,10344053.0175,88,1502018.0449891808,47,61,0,1,NA,NA,NA,NA,3361582,3361582,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Charlotte SMM xAOC,10,EM-3585-SC,HURRICANE IAN,Hurricane,2022-10-01,2022-10-01,2022-10-01,2022-10-04,2022-10-01,2022-10-01,1,1,358189.33711229963,2256178.5045,10,358189.33711229963,6,6,0,0.272250386,8115,408.665145750734,0,16.0625,3361582,915192,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Charlotte SMM xAOC,10,EM-3586-NC,HURRICANE IAN,Hurricane,2022-10-01,2022-10-01,2022-10-01,2022-10-04,2022-10-01,2022-10-01,1,1,358189.33711229963,2256178.5045,7,358189.33711229963,3,3,0,0.863874807,42983,4597.28686972,0,23.88888888888889,3361582,2903986,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Chicago SMM xAOC,3,DR-4489-IL,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-21,2020-04-16,2020-03-07,2020-03-21,15,15,6804596.2445337875,20858016.639,88,3105234.8683779277,47,61,0,1,NA,NA,NA,NA,9612652,9612652,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Cincinnati SMM xAOC,1,DR-4497-KY,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,1217873.8226024518,4274499.836999999,88,729026.0730674842,47,54,0,1,NA,NA,NA,NA,2407389,2407389,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Cleveland/Akron/Canton SMM xAOC,3,DR-4507-OH,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,1856960.5806630487,6226906.154999999,88,1090765.8802210167,47,54,0,1,NA,NA,NA,NA,3806151,3806151,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Dallas/Ft. Worth SMM xAOC,1,DR-4485-TX,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,6860125.200728423,26035592.443499997,88,3164923.4719428085,47,54,0,1,NA,NA,NA,NA,8263502,8263502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Dallas/Ft. Worth SMM xAOC,3,DR-4586-TX,SEVERE WINTER STORMS,Severe Ice Storm,2021-02-13,2021-02-27,2021-02-27,2021-02-21,2021-02-13,2021-02-21,9,15,3481124.0684374245,21058403.6475,11,1622431.535879136,2,16,0.005475816,1,1307163,232190.4765925,33,121.7890625,8263502,8263502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Dallas/Ft. Worth SMM xAOC,3,EM-3554-TX,SEVERE WINTER STORM,Severe Ice Storm,2021-02-13,2021-02-27,2021-02-27,2021-02-21,2021-02-13,2021-02-21,9,15,3481124.0684374245,21058403.6475,11,1622431.535879136,2,16,0,1,1307163,232190.4765925,33,121.7890625,8263502,8263502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Dallas/Ft. Worth SMM xAOC,7,FM-5444-TX,CHALK MOUNTAIN FIRE,Fire,2022-07-23,2022-07-23,2022-07-23,2022-08-06,2022-07-23,2022-07-23,1,1,813001.6680676229,8466052.887,20,813001.6680676229,5,5,0,0.008578082,1086,45.301227335,0,3,8263502,70885,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Dayton SMM xAOC,3,DR-4507-OH,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,678879.4517375181,2586041.001,88,393549.52697917295,47,54,0,1,NA,NA,NA,NA,1209203,1209203,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Denver SMM xAOC,1,DR-4498-CO,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,2400447.356715772,7493720.8665,88,1326929.3201052577,47,54,0,1,NA,NA,NA,NA,4560978,4560978,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Detroit SMM xAOC,1,DR-4494-MI,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,2673055.4384598597,9032122.3155,88,1535123.6396866208,47,54,0,1,NA,NA,NA,NA,4879287,4879287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Fresno/Visalia SMM xAOC,1,DR-4482-CA,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,941656.7528524564,3173596.074,88,502163.2705841522,47,54,0,1,NA,NA,NA,NA,2067273,2067273,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Fresno/Visalia SMM xAOC,2,FM-5348-CA,CREEK FIRE,Fire,2020-11-21,2020-11-21,2020-11-21,2020-12-24,2020-11-21,2020-11-21,1,1,178484.63268415187,821123.544,110,178484.63268415187,76,76,0,0.558496144,0,0,0,0,2067273,1154564,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Fresno/Visalia SMM xAOC,2,FM-5373-CA,SQF FIRE COMPLEX,Fire,2020-11-21,2020-11-21,2020-11-21,2021-01-06,2020-11-21,2020-11-21,1,1,178484.63268415187,821123.544,116,178484.63268415187,69,69,0,0.225297288,0,0,0,0,2067273,465751,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Grand Rapids SMM xAOC,1,DR-4494-MI,COVID-19 PANDEMIC,Biological,2020-03-14,2020-03-21,2020-03-14,2020-04-16,2020-03-14,2020-03-21,8,8,633554.7146063257,2069840.274,88,462693.093403163,54,54,0,1,NA,NA,NA,NA,2084583,2084583,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Greensboro SMM xAOC,3,EM-3423-NC,HURRICANE DORIAN,Hurricane,2019-09-07,2019-09-07,2019-09-07,2019-09-09,2019-09-07,2019-09-07,1,1,210413.86624963488,1351011.3705,9,210413.86624963488,6,6,0,0.99042104500000006,9730,476.53319486,11,3.375,1836526,1818934,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Greensboro SMM xAOC,4,DR-4487-NC,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-28,2020-03-21,2020-04-16,2020-03-07,2020-03-28,22,22,1575473.0307023241,5873125.839,88,645408.7516505807,47,61,0,1,NA,NA,NA,NA,1836526,1836526,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Greensboro SMM xAOC,9,EM-3586-NC,HURRICANE IAN,Hurricane,2022-10-01,2022-10-01,2022-10-01,2022-10-04,2022-10-01,2022-10-01,1,1,173531.15333325998,1317884.883,7,173531.15333325998,3,3,0,0.99042104500000006,122893,16368.16889557,0,44.17857142857143,1836526,1818934,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Greenville/Spartanburg SMM xAOC,2,EM-3423-NC,HURRICANE DORIAN,Hurricane,2019-09-07,2019-09-07,2019-09-07,2019-09-09,2019-09-07,2019-09-07,1,1,109293.9183861583,1071977.7765,9,109293.9183861583,6,6,0,0.32444212,5242,141.73525155000002,4,3.15625,2362782,766586,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Greenville/Spartanburg SMM xAOC,3,DR-4487-NC,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-21,2020-04-16,2020-03-07,2020-03-21,15,15,980088.8142571301,3668243.4825,88,479056.093619043,47,61,0,1,NA,NA,NA,NA,2362782,2362782,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Greenville/Spartanburg SMM xAOC,8,EM-3585-SC,HURRICANE IAN,Hurricane,2022-10-01,2022-10-01,2022-10-01,2022-10-04,2022-10-01,2022-10-01,1,1,131652.12833159917,1105997.709,10,131652.12833159917,6,6,0,1,7524,421.51854444,0,7.625,2362782,2362782,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Greenville/Spartanburg SMM xAOC,8,EM-3586-NC,HURRICANE IAN,Hurricane,2022-10-01,2022-10-01,2022-10-01,2022-10-04,2022-10-01,2022-10-01,1,1,131652.12833159917,1105997.709,7,131652.12833159917,3,3,0,0.32444212,7531,287.792906455,0,4.46875,2362782,766586,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Harrisburg/Lancaster SMM xAOC,3,DR-4506-PA,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,978574.7600248025,3661794.2535,88,523588.3032749344,47,54,0,1,NA,NA,NA,NA,2043134,2043134,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Hartford/New Haven SMM xAOC,4,DR-4500-CT,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,1641611.6634663537,5120446.575,88,846098.874022118,47,54,0,1,NA,NA,NA,NA,2621634,2621634,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Hartford/New Haven SMM xAOC,9,EM-3564-CT,HURRICANE HENRI,Hurricane,2021-08-21,2021-08-21,2021-08-21,2021-08-24,2021-08-21,2021-08-21,1,1,598312.8554188448,1998001.857,4,598312.8554188448,0,0,4.97e-5,1,35868,4828.9017023100005,7,34.892857142857146,2621634,2621634,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Houston SMM xAOC,2,DR-4485-TX,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-21,2020-04-16,2020-03-07,2020-03-21,15,15,7889155.978614777,23740398.7365,88,2793850.7634382574,47,61,0,1,NA,NA,NA,NA,7430252,7430252,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Houston SMM xAOC,3,DR-4572-TX,HURRICANE LAURA,Hurricane,2020-08-22,2020-08-29,2020-08-29,2020-08-27,2020-08-23,2020-08-27,5,8,3739606.642276508,16086069.384,5,2720709.9729382526,-1,6,0.002606268,0.045966274,5328,213.6897723,1,10.5,7430252,341541,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Houston SMM xAOC,3,EM-3540-TX,TROPICAL STORMS MARCO AND LAURA,Hurricane,2020-08-22,2020-08-29,2020-08-29,2020-08-27,2020-08-23,2020-08-27,5,8,3739606.642276508,16086069.384,5,2720709.9729382526,-1,6,0.002531483,0.988264193,148878,7155.86686897,32,14.676470588235292,7430252,7343052,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Houston SMM xAOC,4,DR-4586-TX,SEVERE WINTER STORMS,Severe Ice Storm,2021-02-20,2021-02-27,2021-02-27,2021-02-21,2021-02-20,2021-02-21,2,8,2481788.6704750834,12062457.885,11,1449832.3038875405,9,16,0.016996667,1,1734789,225365.067394,41,121.7375,7430252,7430252,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Houston SMM xAOC,4,EM-3554-TX,SEVERE WINTER STORM,Severe Ice Storm,2021-02-20,2021-02-27,2021-02-27,2021-02-21,2021-02-20,2021-02-21,2,8,2481788.6704750834,12062457.885,11,1449832.3038875405,9,16,0,1,1734789,225365.067394,41,121.7375,7430252,7430252,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Indianapolis SMM xAOC,1,DR-4515-IN,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,2006219.9844316328,7051798.245,88,1045942.0872105449,47,54,0,1,NA,NA,NA,NA,3078444,3078444,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Jacksonville SMM xAOC,2,EM-3419-FL,HURRICANE DORIAN,Hurricane,2019-08-31,2019-09-07,2019-08-31,2019-09-09,2019-08-31,2019-09-07,8,8,2091741.3014015215,5344707.618000001,13,1248592.7032007598,3,3,0.013157641,1,22081,444.24173661,9,15.583333333333334,1979212,1979212,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,2,EM-3422-GA,HURRICANE DORIAN,Hurricane,2019-08-31,2019-09-07,2019-08-31,2019-09-07,2019-08-31,2019-09-07,8,8,2091741.3014015215,5344707.618000001,10,1248592.7032007598,2,2,0,0.096985063,6792,242.97369455,5,9.6,1979212,191954,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,3,DR-4486-FL,COVID-19 PANDEMIC,Biological,2020-03-14,2020-03-21,2020-03-21,2020-04-16,2020-03-14,2020-03-21,8,8,1238668.3526998102,3834464.7975,88,773454.9709499048,54,61,0,1,NA,NA,NA,NA,1979212,1979212,0,0,82305.23,0.03768850438576106,NA,NA,NA,NA,NA,Biological
overlap,Jacksonville SMM xAOC,4,EM-3533-FL,HURRICANE ISAIAS,Hurricane,2020-08-01,2020-08-01,2020-08-01,2020-08-04,2020-08-01,2020-08-01,1,1,261716.57804990467,1636201.2645,5,261716.57804990467,1,1,2.87e-5,0.811851889,8273,386.88911817,5,6.6,1979212,1606827,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,7,DR-4673-FL,HURRICANE IAN,Hurricane,2022-09-24,2022-10-01,2022-10-01,2022-11-04,2022-09-24,2022-10-01,8,8,1634689.304632888,4453677.4065,43,1405240.6507164442,1,8,0.006613131,0.884918846,73043,1435.90037564,0,60.02777777777778,1979212,1751442,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,7,EM-3584-FL,TROPICAL STORM IAN,Hurricane,2022-09-24,2022-10-01,2022-10-01,2022-11-04,2022-09-24,2022-10-01,8,8,1634689.304632888,4453677.4065,43,1405240.6507164442,1,8,0,0.884918846,73043,1435.90037564,0,60.02777777777778,1979212,1751442,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,8,DR-4680-FL,HURRICANE NICOLE,Hurricane,2022-11-12,2022-11-12,2022-11-12,2022-11-30,2022-11-12,2022-11-12,1,1,204396.1252164438,1467235.7715,24,204396.1252164438,5,5,0.024499789,0.884918846,73321,1157.9735963,0,39.916666666666664,1979212,1751442,3944227.01,1.2497627947954684,3076604.13,0.9748489035340996,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,8,EM-3587-FL,TROPICAL STORM NICOLE,Tropical Storm,2022-11-12,2022-11-12,2022-11-12,2022-11-30,2022-11-12,2022-11-12,1,1,204396.1252164438,1467235.7715,24,204396.1252164438,5,5,0,0.82617476,68174,1016.35107934,0,48.666666666666664,1979212,1635175,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,9,DR-4734-FL,HURRICANE IDALIA,Hurricane,2023-09-02,2023-09-02,2023-09-02,2023-09-04,2023-09-02,2023-09-02,1,1,606730.282365585,2627325.7425,9,606730.282365585,6,6,0.001706448,0.884918846,86977,7103.4605661,5,47.05555555555556,1979212,1751442,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Jacksonville SMM xAOC,9,EM-3596-FL,TROPICAL STORM IDALIA,Tropical Storm,2023-09-02,2023-09-02,2023-09-02,2023-09-04,2023-09-02,2023-09-02,1,1,606730.282365585,2627325.7425,9,606730.282365585,6,6,0,0.884918846,86977,7103.4605661,5,47.05555555555556,1979212,1751442,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Kansas City SMM xAOC,1,DR-4435-MO,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Flood,2019-03-30,2019-03-30,2019-03-30,2019-04-16,2019-03-30,2019-03-30,1,1,132054.96781710908,988582.227,37,132054.96781710908,19,19,0.01164695,0.054680505,3350,45.764445573,4,3.375,2575598,140835,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood
overlap,Kansas City SMM xAOC,3,DR-4490-MO,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,1438468.1132369002,4317578.214,88,704687.722978967,47,54,0,1,NA,NA,NA,NA,2575598,2575598,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Knoxville SMM xAOC,4,DR-4497-KY,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,700947.0182259049,2773962.4185,88,328028.2263753017,47,54,0,1,NA,NA,NA,NA,1402321,1402321,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Knoxville SMM xAOC,11,DR-4691-TN,SEVERE WINTER STORM,Winter Storm,2022-12-24,2022-12-24,2022-12-24,2022-12-27,2022-12-24,2022-12-24,1,1,80059.1580287877,794442.534,6,80059.1580287877,2,2,6.97e-4,0.360940184,27956,1611.9854449,1,33.875,1402321,506154,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Las Vegas SMM xAOC,2,DR-4523-NV,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-07,2020-04-16,2020-03-07,2020-03-21,15,15,2811795.8051882917,8515263.975,88,1084748.6918960977,47,47,0,1,NA,NA,NA,NA,2327908,2327908,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Los Angeles SMM xAOC,1,DR-4482-CA,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,13705773.87435418,39023624.542500004,88,6243368.518751396,47,54,0,1,NA,NA,NA,NA,18688367,18688367,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Los Angeles SMM xAOC,2,DR-4569-CA,WILDFIRES,Fire,2020-11-07,2020-11-07,2020-11-07,2020-11-17,2020-11-07,2020-11-07,1,1,883697.7029513875,8949743.0925,75,883697.7029513875,64,64,0.010867994,0.652217553,128169,4193.536217,2,1616.875,18688367,12188881,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,2,FM-5374-CA,BOBCAT FIRE,Fire,2020-11-07,2020-11-07,2020-11-07,2020-11-27,2020-11-07,2020-11-07,1,1,883697.7029513875,8949743.0925,76,883697.7029513875,55,55,0,0.535713045,0,0,0,0,18688367,10011602,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,2,FM-5380-CA,SILVERADO FIRE,Fire,2020-11-07,2020-11-07,2020-11-07,2020-11-07,2020-11-07,2020-11-07,1,1,883697.7029513875,8949743.0925,13,883697.7029513875,12,12,0,0.169669774,0,0,0,0,18688367,3170851,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,2,FM-5381-CA,BLUE RIDGE FIRE,Fire,2020-11-07,2020-11-07,2020-11-07,2020-11-07,2020-11-07,2020-11-07,1,1,883697.7029513875,8949743.0925,13,883697.7029513875,12,12,0,0.418104963,0,0,0,0,18688367,7813699,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,3,FM-5374-CA,BOBCAT FIRE,Fire,2020-11-21,2020-11-21,2020-11-21,2020-11-27,2020-11-21,2020-11-21,1,1,1481283.4079513885,8890007.886,76,1481283.4079513885,69,69,0,0.535713045,0,0,0,0,18688367,10011602,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,10,FM-5451-CA,FAIRVIEW FIRE,Fire,2022-09-10,2022-09-10,2022-09-10,2022-09-14,2022-09-10,2022-09-10,1,1,1551806.2199183889,11315404.254,10,1551806.2199183889,5,5,0,0.131930682,10944,959.0311728,0,177.25,18688367,2465569,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fire
overlap,Los Angeles SMM xAOC,11,DR-4750-CA,TROPICAL STORM HILARY,Hurricane,2023-08-19,2023-08-19,2023-08-19,2023-08-21,2023-08-19,2023-08-19,1,1,1193071.5352763236,10827002.2545,3,1193071.5352763236,0,0,8.8e-5,0.132893473,10339,2009.478078,7,33.75,18688367,2483562,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Louisville SMM xAOC,1,DR-4497-KY,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,978062.0741288266,3333387.804,88,544682.5095762757,47,54,0,1,NA,NA,NA,NA,1778189,1778189,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Memphis SMM xAOC,1,DR-4514-TN,COVID-19 PANDEMIC,Biological,2020-03-14,2020-03-21,2020-03-14,2020-04-16,2020-03-14,2020-03-21,8,8,1118971.4248013024,2964675.4725,88,590937.5450006514,54,54,0,1,NA,NA,NA,NA,1807993,1807993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
overlap,Memphis SMM xAOC,6,EM-3569-MS,HURRICANE IDA,Hurricane,2021-08-28,2021-09-04,2021-08-28,2021-09-01,2021-08-28,2021-09-01,5,8,324449.5280752736,2384632.3485000003,5,179560.40083763702,0,0,0,0.490244154,4181,320.86094056999997,6,4.25,1807993,886358,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Memphis SMM xAOC,8,DR-4691-TN,SEVERE WINTER STORM,Winter Storm,2022-12-24,2022-12-31,2022-12-31,2022-12-27,2022-12-24,2022-12-27,4,8,433712.8366169133,2309384.34,6,301205.09138638433,2,9,0.001808365,0.518292936,84234,4875.862438,1,65.25,1807993,937070,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter Storms
overlap,Miami/West Palm Beach SMM xAOC,1,EM-3419-FL,HURRICANE DORIAN,Hurricane,2019-08-31,2019-09-07,2019-08-31,2019-09-09,2019-08-31,2019-09-07,8,8,6410481.305409962,17077275.606,13,5537158.891204976,3,3,0.032350967,1,38664,1404.76145108,9,86.53125,6929939,6929939,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical Storms
overlap,Miami/West Palm Beach SMM xAOC,2,DR-4486-FL,COVID-19 PANDEMIC,Biological,2020-03-07,2020-03-21,2020-03-14,2020-04-16,2020-03-07,2020-03-21,15,15,5346938.106164692,20306843.28,88,2252923.4189548995,47,54,0,1,NA,NA,NA,NA,6929939,6929939,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological
