event_case,market,sequence_id,event_id,event_title,event_type,pos95_start,pos95_end,peak_date,event_end,overlap_start,overlap_end,overlap_days,sales_duration,overlap_sum_residual,overlap_sum_sales,event_duration,max_outlier,start_lag,peak_lag,bill,ratio_pop,max_customer,mean_customer,min_customer,mean_duration,tot_pop,impact_pop,totalDamage,totalDamage_gdp,totalApprovedIhpAmount,totalApprovedIhpAmount_gdp,start_date,end_date,sum_residual,sum_sales,event_start,event_group
pos95_only,Albany/Schenectady/Troy SMM xAOC,8,NA,NA,NA,2022-02-26,2022-02-26,2022-02-26,NA,NA,NA,NA,1,88945.51211512613,708219.783,NA,88945.51211512613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-26,2022-02-26,88945.51211512613,708219.783,NA,Others
pos95_only,Albany/Schenectady/Troy SMM xAOC,9,NA,NA,NA,2022-05-14,2022-05-21,2022-05-14,NA,NA,NA,NA,8,176293.6793302535,1620609.6570000001,NA,89006.77751512709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-14,2022-05-21,176293.6793302535,1620609.6570000001,NA,Others
pos95_only,Albany/Schenectady/Troy SMM xAOC,10,NA,NA,NA,2022-07-23,2022-07-23,2022-07-23,NA,NA,NA,NA,1,117305.36711512669,976947.735,NA,117305.36711512669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-23,2022-07-23,117305.36711512669,976947.735,NA,Others
pos95_only,Atlanta SMM xAOC,1,NA,NA,NA,2019-05-04,2019-05-04,2019-05-04,NA,NA,NA,NA,1,375624.4227724448,3859383.1635,NA,375624.4227724448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-04,2019-05-04,375624.4227724448,3859383.1635,NA,Others
pos95_only,Atlanta SMM xAOC,2,NA,NA,NA,2019-06-01,2019-06-01,2019-06-01,NA,NA,NA,NA,1,464846.20957243955,4221147.72,NA,464846.20957243955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01,2019-06-01,464846.20957243955,4221147.72,NA,Others
pos95_only,Atlanta SMM xAOC,4,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,404331.8962276322,3714574.1025,NA,404331.8962276322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,404331.8962276322,3714574.1025,NA,Others
pos95_only,Atlanta SMM xAOC,5,NA,NA,NA,2022-01-15,2022-01-15,2022-01-15,NA,NA,NA,NA,1,635390.2481333059,4508380.368,NA,635390.2481333059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-15,2022-01-15,635390.2481333059,4508380.368,NA,Others
pos95_only,Atlanta SMM xAOC,6,NA,NA,NA,2022-05-07,2022-05-07,2022-05-07,NA,NA,NA,NA,1,389619.6254333081,4249793.8425,NA,389619.6254333081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-07,2022-05-07,389619.6254333081,4249793.8425,NA,Others
pos95_only,Atlanta SMM xAOC,7,NA,NA,NA,2022-05-21,2022-05-21,2022-05-21,NA,NA,NA,NA,1,364432.629833302,4415428.26,NA,364432.629833302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-21,2022-05-21,364432.629833302,4415428.26,NA,Others
pos95_only,Atlanta SMM xAOC,8,NA,NA,NA,2022-06-18,2022-06-25,2022-06-18,NA,NA,NA,NA,8,1011643.3843666082,9366281.7945,NA,570531.521933306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,2022-06-25,1011643.3843666082,9366281.7945,NA,Others
pos95_only,Atlanta SMM xAOC,9,NA,NA,NA,2022-12-24,2022-12-24,2022-12-24,NA,NA,NA,NA,1,400443.78713330487,4151319.3045,NA,400443.78713330487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-24,2022-12-24,400443.78713330487,4151319.3045,NA,Others
pos95_only,Atlanta SMM xAOC,10,NA,NA,NA,2023-04-22,2023-04-22,2023-04-22,NA,NA,NA,NA,1,367871.3288884922,4238688.954,NA,367871.3288884922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-22,2023-04-22,367871.3288884922,4238688.954,NA,Others
pos95_only,Austin SMM xAOC,1,NA,NA,NA,2019-09-14,2019-09-14,2019-09-14,NA,NA,NA,NA,1,177195.59373950562,1412029.0065,NA,177195.59373950562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-14,2019-09-14,177195.59373950562,1412029.0065,NA,Others
pos95_only,Austin SMM xAOC,3,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,157923.58510820288,1187843.244,NA,157923.58510820288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,157923.58510820288,1187843.244,NA,Others
pos95_only,Austin SMM xAOC,4,NA,NA,NA,2021-02-27,2021-02-27,2021-02-27,NA,NA,NA,NA,1,497217.6278820657,1683740.532,NA,497217.6278820657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-27,2021-02-27,497217.6278820657,1683740.532,NA,Others
pos95_only,Austin SMM xAOC,5,NA,NA,NA,2022-01-22,2022-01-22,2022-01-22,NA,NA,NA,NA,1,144320.83985076193,1331803.893,NA,144320.83985076193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-22,2022-01-22,144320.83985076193,1331803.893,NA,Others
pos95_only,Austin SMM xAOC,6,NA,NA,NA,2022-02-05,2022-02-12,2022-02-05,NA,NA,NA,NA,8,499337.09410152584,2855516.409,NA,313164.7083507611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-05,2022-02-12,499337.09410152584,2855516.409,NA,Others
pos95_only,Austin SMM xAOC,7,NA,NA,NA,2022-04-09,2022-04-09,2022-04-09,NA,NA,NA,NA,1,126540.58835076285,1311093.7395,NA,126540.58835076285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,2022-04-09,126540.58835076285,1311093.7395,NA,Others
pos95_only,Austin SMM xAOC,8,NA,NA,NA,2022-05-14,2022-05-21,2022-05-21,NA,NA,NA,NA,8,296586.5026015267,2818889.1720000003,NA,173153.68985076202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-14,2022-05-21,296586.5026015267,2818889.1720000003,NA,Others
pos95_only,Austin SMM xAOC,9,NA,NA,NA,2022-12-24,2022-12-24,2022-12-24,NA,NA,NA,NA,1,314976.5652507632,1509000.0615,NA,314976.5652507632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-24,2022-12-24,314976.5652507632,1509000.0615,NA,Others
pos95_only,Baltimore SMM xAOC,1,NA,NA,NA,2019-06-01,2019-06-01,2019-06-01,NA,NA,NA,NA,1,139682.67489760858,1640590.1115,NA,139682.67489760858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01,2019-06-01,139682.67489760858,1640590.1115,NA,Others
pos95_only,Baltimore SMM xAOC,3,NA,NA,NA,2020-07-04,2020-07-11,2020-07-04,NA,NA,NA,NA,8,312661.58037312375,3623097.7079999996,NA,177490.3196865616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-04,2020-07-11,312661.58037312375,3623097.7079999996,NA,Others
pos95_only,Baltimore SMM xAOC,4,NA,NA,NA,2020-07-25,2020-08-01,2020-07-25,NA,NA,NA,NA,8,260904.65577312186,3506165.9685000004,NA,131823.43528656103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-25,2020-08-01,260904.65577312186,3506165.9685000004,NA,Others
pos95_only,Baltimore SMM xAOC,5,NA,NA,NA,2020-11-14,2020-11-21,2020-11-21,NA,NA,NA,NA,8,370736.4593731228,3078359.8455,NA,185527.0133865613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-14,2020-11-21,370736.4593731228,3078359.8455,NA,Others
pos95_only,Baltimore SMM xAOC,6,NA,NA,NA,2021-07-03,2021-07-03,2021-07-03,NA,NA,NA,NA,1,149709.28768299217,1813171.1055,NA,149709.28768299217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-03,2021-07-03,149709.28768299217,1813171.1055,NA,Others
pos95_only,Baltimore SMM xAOC,7,NA,NA,NA,2022-09-10,2022-09-10,2022-09-10,NA,NA,NA,NA,1,243095.33387194388,1948740.687,NA,243095.33387194388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-10,2022-09-10,243095.33387194388,1948740.687,NA,Others
pos95_only,Baltimore SMM xAOC,8,NA,NA,NA,2023-04-22,2023-04-22,2023-04-22,NA,NA,NA,NA,1,167402.55906089395,1688146.818,NA,167402.55906089395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-22,2023-04-22,167402.55906089395,1688146.818,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,1,NA,NA,NA,2019-06-01,2019-06-01,2019-06-01,NA,NA,NA,NA,1,95430.90311723633,1042903.161,NA,95430.90311723633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01,2019-06-01,95430.90311723633,1042903.161,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,2,NA,NA,NA,2019-10-05,2019-10-05,2019-10-05,NA,NA,NA,NA,1,94906.80521723698,1017534.9045,NA,94906.80521723698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,2019-10-05,94906.80521723698,1017534.9045,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,4,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,140200.73652549367,939923.2455,NA,140200.73652549367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,140200.73652549367,939923.2455,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,5,NA,NA,NA,2021-01-09,2021-01-16,2021-01-16,NA,NA,NA,NA,8,218760.38842166343,1971832.3769999999,NA,123769.4761108323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-09,2021-01-16,218760.38842166343,1971832.3769999999,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,6,NA,NA,NA,2021-05-22,2021-05-22,2021-05-22,NA,NA,NA,NA,1,104790.27371083095,1114434.366,NA,104790.27371083095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-22,2021-05-22,104790.27371083095,1114434.366,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,7,NA,NA,NA,2021-08-07,2021-08-14,2021-08-07,NA,NA,NA,NA,8,211161.10432166373,2399497.596,NA,108146.03021083167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-07,2021-08-14,211161.10432166373,2399497.596,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,8,NA,NA,NA,2022-05-07,2022-05-07,2022-05-07,NA,NA,NA,NA,1,99183.50201908941,1079453.595,NA,99183.50201908941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-07,2022-05-07,99183.50201908941,1079453.595,NA,Others
pos95_only,Birmingham/Anniston/Tuscaloosa SMM xAOC,9,NA,NA,NA,2022-06-18,2022-06-25,2022-06-18,NA,NA,NA,NA,8,271854.68963817577,2448460.8585,NA,145797.90671908855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,2022-06-25,271854.68963817577,2448460.8585,NA,Others
pos95_only,Boston/Manchester SMM xAOC,1,NA,NA,NA,2019-01-19,2019-01-19,2019-01-19,NA,NA,NA,NA,1,510484.21716913953,3797770.3665,NA,510484.21716913953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2019-01-19,510484.21716913953,3797770.3665,NA,Others
pos95_only,Boston/Manchester SMM xAOC,2,NA,NA,NA,2019-07-06,2019-07-06,2019-07-06,NA,NA,NA,NA,1,574750.5660691415,4620734.7135,NA,574750.5660691415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-06,2019-07-06,574750.5660691415,4620734.7135,NA,Others
pos95_only,Boston/Manchester SMM xAOC,4,NA,NA,NA,2021-05-22,2021-05-22,2021-05-22,NA,NA,NA,NA,1,362093.535644474,4133234.028,NA,362093.535644474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-22,2021-05-22,362093.535644474,4133234.028,NA,Others
pos95_only,Boston/Manchester SMM xAOC,5,NA,NA,NA,2021-06-12,2021-06-12,2021-06-12,NA,NA,NA,NA,1,620211.3003444737,4611164.2215,NA,620211.3003444737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-12,2021-06-12,620211.3003444737,4611164.2215,NA,Others
pos95_only,Boston/Manchester SMM xAOC,6,NA,NA,NA,2021-07-03,2021-07-03,2021-07-03,NA,NA,NA,NA,1,398773.4538444737,4804812.1725,NA,398773.4538444737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-03,2021-07-03,398773.4538444737,4804812.1725,NA,Others
pos95_only,Boston/Manchester SMM xAOC,9,NA,NA,NA,2022-05-21,2022-05-21,2022-05-21,NA,NA,NA,NA,1,588243.9109265441,4463492.4015,NA,588243.9109265441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-21,2022-05-21,588243.9109265441,4463492.4015,NA,Others
pos95_only,Boston/Manchester SMM xAOC,10,NA,NA,NA,2022-07-23,2022-07-23,2022-07-23,NA,NA,NA,NA,1,457508.08782654814,4956614.9475,NA,457508.08782654814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-23,2022-07-23,457508.08782654814,4956614.9475,NA,Others
pos95_only,Boston/Manchester SMM xAOC,11,NA,NA,NA,2022-08-06,2022-08-06,2022-08-06,NA,NA,NA,NA,1,432953.70402654447,4914114.987,NA,432953.70402654447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-06,2022-08-06,432953.70402654447,4914114.987,NA,Others
pos95_only,Buffalo SMM xAOC,1,NA,NA,NA,2019-01-19,2019-01-19,2019-01-19,NA,NA,NA,NA,1,94100.45645875129,602252.286,NA,94100.45645875129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2019-01-19,94100.45645875129,602252.286,NA,Others
pos95_only,Buffalo SMM xAOC,3,NA,NA,NA,2020-07-11,2020-07-11,2020-07-11,NA,NA,NA,NA,1,114562.15249015612,886737.7635,NA,114562.15249015612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-11,2020-07-11,114562.15249015612,886737.7635,NA,Others
pos95_only,Buffalo SMM xAOC,4,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,105870.64849015605,653358.2205,NA,105870.64849015605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,105870.64849015605,653358.2205,NA,Others
pos95_only,Buffalo SMM xAOC,5,NA,NA,NA,2021-05-22,2021-05-22,2021-05-22,NA,NA,NA,NA,1,105694.14948562498,761853.573,NA,105694.14948562498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-22,2021-05-22,105694.14948562498,761853.573,NA,Others
pos95_only,Buffalo SMM xAOC,6,NA,NA,NA,2021-06-12,2021-06-12,2021-06-12,NA,NA,NA,NA,1,205877.190185625,961452.6465,NA,205877.190185625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-12,2021-06-12,205877.190185625,961452.6465,NA,Others
pos95_only,Buffalo SMM xAOC,7,NA,NA,NA,2021-07-03,2021-07-03,2021-07-03,NA,NA,NA,NA,1,131571.89478562493,995707.8465,NA,131571.89478562493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-03,2021-07-03,131571.89478562493,995707.8465,NA,Others
pos95_only,Buffalo SMM xAOC,8,NA,NA,NA,2021-08-14,2021-08-14,2021-08-14,NA,NA,NA,NA,1,105441.11598562577,912144.081,NA,105441.11598562577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-14,2021-08-14,105441.11598562577,912144.081,NA,Others
pos95_only,Buffalo SMM xAOC,9,NA,NA,NA,2021-08-28,2021-09-04,2021-08-28,NA,NA,NA,NA,8,238778.23567125073,1773608.1165,NA,139998.1924856255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-28,2021-09-04,238778.23567125073,1773608.1165,NA,Others
pos95_only,Buffalo SMM xAOC,10,NA,NA,NA,2022-05-14,2022-05-14,2022-05-14,NA,NA,NA,NA,1,97827.81721702998,783165.8385,NA,97827.81721702998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-14,2022-05-14,97827.81721702998,783165.8385,NA,Others
pos95_only,Charlotte SMM xAOC,1,NA,NA,NA,2019-06-01,2019-06-01,2019-06-01,NA,NA,NA,NA,1,301995.8232739209,2061976.3635,NA,301995.8232739209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01,2019-06-01,301995.8232739209,2061976.3635,NA,Others
pos95_only,Charlotte SMM xAOC,4,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,218288.93478918122,1796204.9865,NA,218288.93478918122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,218288.93478918122,1796204.9865,NA,Others
pos95_only,Charlotte SMM xAOC,5,NA,NA,NA,2021-09-04,2021-09-04,2021-09-04,NA,NA,NA,NA,1,187335.04129703995,2129808.8715,NA,187335.04129703995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-04,2021-09-04,187335.04129703995,2129808.8715,NA,Others
pos95_only,Charlotte SMM xAOC,6,NA,NA,NA,2021-10-23,2021-10-23,2021-10-23,NA,NA,NA,NA,1,202049.84899704065,1941988.9695,NA,202049.84899704065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-23,2021-10-23,202049.84899704065,1941988.9695,NA,Others
pos95_only,Charlotte SMM xAOC,7,NA,NA,NA,2022-01-15,2022-01-15,2022-01-15,NA,NA,NA,NA,1,293491.99021229986,2107802.238,NA,293491.99021229986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-15,2022-01-15,293491.99021229986,2107802.238,NA,Others
pos95_only,Charlotte SMM xAOC,8,NA,NA,NA,2022-04-30,2022-04-30,2022-04-30,NA,NA,NA,NA,1,188874.10711229988,1946928.6495,NA,188874.10711229988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-30,2022-04-30,188874.10711229988,1946928.6495,NA,Others
pos95_only,Charlotte SMM xAOC,9,NA,NA,NA,2022-05-21,2022-05-21,2022-05-21,NA,NA,NA,NA,1,175631.80471229833,2016552.642,NA,175631.80471229833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-21,2022-05-21,175631.80471229833,2016552.642,NA,Others
pos95_only,Chicago SMM xAOC,1,NA,NA,NA,2019-07-06,2019-07-06,2019-07-06,NA,NA,NA,NA,1,597545.4013405181,5732904.18,NA,597545.4013405181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-06,2019-07-06,597545.4013405181,5732904.18,NA,Others
pos95_only,Chicago SMM xAOC,2,NA,NA,NA,2019-07-20,2019-07-20,2019-07-20,NA,NA,NA,NA,1,453464.1754405191,5253569.055,NA,453464.1754405191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-20,2019-07-20,453464.1754405191,5253569.055,NA,Others
pos95_only,Chicago SMM xAOC,4,NA,NA,NA,2020-07-11,2020-07-11,2020-07-11,NA,NA,NA,NA,1,577046.8465779293,5505088.047,NA,577046.8465779293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-11,2020-07-11,577046.8465779293,5505088.047,NA,Others
pos95_only,Chicago SMM xAOC,5,NA,NA,NA,2020-08-29,2020-08-29,2020-08-29,NA,NA,NA,NA,1,418163.12477792613,5150240.7855,NA,418163.12477792613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-29,2020-08-29,418163.12477792613,5150240.7855,NA,Others
pos95_only,Chicago SMM xAOC,6,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,590523.223977928,4645706.2905,NA,590523.223977928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,590523.223977928,4645706.2905,NA,Others
pos95_only,Chicago SMM xAOC,7,NA,NA,NA,2021-05-08,2021-05-08,2021-05-08,NA,NA,NA,NA,1,554373.475156445,4825717.9245,NA,554373.475156445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-08,2021-05-08,554373.475156445,4825717.9245,NA,Others
pos95_only,Chicago SMM xAOC,8,NA,NA,NA,2021-05-29,2021-05-29,2021-05-29,NA,NA,NA,NA,1,539034.8753564451,5168643.4215,NA,539034.8753564451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-29,2021-05-29,539034.8753564451,5168643.4215,NA,Others
pos95_only,Chicago SMM xAOC,9,NA,NA,NA,2021-06-12,2021-06-12,2021-06-12,NA,NA,NA,NA,1,564504.5342564378,5516402.4495,NA,564504.5342564378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-12,2021-06-12,564504.5342564378,5516402.4495,NA,Others
pos95_only,Chicago SMM xAOC,10,NA,NA,NA,2022-05-14,2022-05-21,2022-05-14,NA,NA,NA,NA,8,921273.9806877011,10046342.928,NA,475277.41889385413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-14,2022-05-21,921273.9806877011,10046342.928,NA,Others
pos95_only,Cincinnati SMM xAOC,2,NA,NA,NA,2020-07-04,2020-07-11,2020-07-04,NA,NA,NA,NA,8,318628.0132349676,2643851.877,NA,184592.27166748373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-04,2020-07-11,318628.0132349676,2643851.877,NA,Others
pos95_only,Cincinnati SMM xAOC,3,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,130344.04266748345,1019992.9065,NA,130344.04266748345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,130344.04266748345,1019992.9065,NA,Others
pos95_only,Cincinnati SMM xAOC,4,NA,NA,NA,2021-05-01,2021-05-01,2021-05-01,NA,NA,NA,NA,1,128333.32100595126,1103323.2975,NA,128333.32100595126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-01,2021-05-01,128333.32100595126,1103323.2975,NA,Others
pos95_only,Cincinnati SMM xAOC,5,NA,NA,NA,2021-05-29,2021-05-29,2021-05-29,NA,NA,NA,NA,1,162752.4911059523,1327676.595,NA,162752.4911059523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-29,2021-05-29,162752.4911059523,1327676.595,NA,Others
pos95_only,Cincinnati SMM xAOC,6,NA,NA,NA,2021-07-03,2021-07-03,2021-07-03,NA,NA,NA,NA,1,162892.43210595078,1371133.2405,NA,162892.43210595078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-03,2021-07-03,162892.43210595078,1371133.2405,NA,Others
pos95_only,Cincinnati SMM xAOC,7,NA,NA,NA,2022-05-21,2022-05-21,2022-05-21,NA,NA,NA,NA,1,120206.89347954094,1233823.0335,NA,120206.89347954094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-21,2022-05-21,120206.89347954094,1233823.0335,NA,Others
pos95_only,Cincinnati SMM xAOC,8,NA,NA,NA,2022-06-18,2022-06-18,2022-06-18,NA,NA,NA,NA,1,164021.854479542,1366648.2825,NA,164021.854479542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,2022-06-18,164021.854479542,1366648.2825,NA,Others
pos95_only,Cincinnati SMM xAOC,9,NA,NA,NA,2023-02-18,2023-02-25,2023-02-18,NA,NA,NA,NA,8,592037.7724062644,2772913.1865,NA,447319.4946531323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-18,2023-02-25,592037.7724062644,2772913.1865,NA,Others
pos95_only,Cleveland/Akron/Canton SMM xAOC,1,NA,NA,NA,2019-01-19,2019-01-19,2019-01-19,NA,NA,NA,NA,1,245126.1456182145,1508889.4335,NA,245126.1456182145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2019-01-19,245126.1456182145,1508889.4335,NA,Others
pos95_only,Cleveland/Akron/Canton SMM xAOC,2,NA,NA,NA,2019-07-06,2019-07-06,2019-07-06,NA,NA,NA,NA,1,187382.50471821567,1872156.057,NA,187382.50471821567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-06,2019-07-06,187382.50471821567,1872156.057,NA,Others
pos95_only,Cleveland/Akron/Canton SMM xAOC,4,NA,NA,NA,2020-07-04,2020-07-04,2020-07-04,NA,NA,NA,NA,1,179221.46682101558,1928320.0005,NA,179221.46682101558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-04,2020-07-04,179221.46682101558,1928320.0005,NA,Others
pos95_only,Cleveland/Akron/Canton SMM xAOC,5,NA,NA,NA,2020-11-21,2020-11-21,2020-11-21,NA,NA,NA,NA,1,194683.39002101566,1464602.9235,NA,194683.39002101566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-21,2020-11-21,194683.39002101566,1464602.9235,NA,Others
pos95_only,Cleveland/Akron/Canton SMM xAOC,6,NA,NA,NA,2021-05-22,2021-05-29,2021-05-22,NA,NA,NA,NA,8,378508.4883015859,3539346.813,NA,189757.16475079162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-22,2021-05-29,378508.4883015859,3539346.813,NA,Others
